order_id,customer_id,product_id,order_date,quantity,status,unit_price,order_amount
70,1575,362,2025-01-09 23:35:05,1,Delivered,485.24,485.24
71,111,204,2024-10-08 17:24:26,3,Delivered,188.96,566.88
72,1700,243,2025-06-06 23:15:13,4,Delivered,99.25,397.0
73,88,252,2024-11-21 04:14:05,2,Cancelled,350.44,700.88
74,1438,383,2025-02-16 08:24:01,4,Delivered,234.56,938.24
75,1936,361,2025-01-23 01:32:22,2,Delivered,397.61,795.22
76,299,259,2024-12-30 14:21:25,4,Delivered,278.53,1114.12
77,699,137,2025-05-22 15:45:32,4,Delivered,437.84,1751.36
78,1628,94,2024-09-19 05:38:41,1,Cancelled,204.48,204.48
79,1871,419,2024-11-11 10:12:07,4,Cancelled,215.3,861.2
80,253,327,2025-03-27 13:15:34,2,Cancelled,368.67,737.34
81,829,13,2024-10-18 14:45:01,4,Cancelled,463.18,1852.72
82,929,87,2024-10-16 20:54:19,5,Delivered,368.22,1841.1000000000001
83,197,103,2025-03-31 14:38:00,3,Cancelled,474.08,1422.24
84,1716,213,2025-04-03 00:28:09,2,Cancelled,489.28,978.56
85,828,298,2025-04-22 06:12:01,2,Delivered,496.81,993.62
86,58,129,2025-07-15 09:10:06,1,Delivered,486.79,486.79
87,1874,67,2025-04-18 10:27:18,3,Cancelled,205.97,617.91
88,620,225,2025-08-03 01:44:32,2,Delivered,236.19,472.38
89,1132,125,2025-06-22 11:39:27,3,Cancelled,387.25,1161.75
90,1679,116,2025-03-29 19:38:06,3,Delivered,440.53,1321.59
91,1800,252,2025-04-24 05:51:42,1,Delivered,350.44,350.44
92,1137,321,2025-07-10 01:04:37,5,Delivered,171.89,859.4499999999999
93,1668,315,2025-08-13 02:14:35,3,Cancelled,342.8,1028.4
94,1712,34,2025-01-23 09:45:16,1,Cancelled,460.69,460.69
95,381,145,2025-05-30 00:44:51,1,Delivered,280.18,280.18
96,93,485,2025-07-29 05:08:24,4,Cancelled,175.77,703.08
97,1176,470,2025-02-19 01:55:46,1,Delivered,32.83,32.83
98,1540,218,2024-09-25 18:23:09,4,Cancelled,255.73,1022.92
99,1482,487,2024-09-18 00:56:37,2,Cancelled,383.13,766.26
100,931,201,2025-02-22 00:09:26,1,Delivered,110.87,110.87
101,1547,478,2025-02-01 08:08:24,3,Delivered,20.62,61.86
102,669,429,2025-02-23 20:16:45,2,Cancelled,375.82,751.64
103,443,168,2025-04-20 10:02:40,3,Delivered,99.16,297.48
104,390,26,2025-06-19 16:11:22,4,Delivered,178.79,715.16
105,1897,242,2025-02-12 22:17:40,1,Cancelled,231.6,231.6
106,1236,366,2025-01-21 19:30:32,1,Delivered,129.21,129.21
107,226,340,2025-06-20 11:40:57,1,Delivered,277.61,277.61
108,31,479,2025-04-23 19:03:33,4,Cancelled,11.96,47.84
109,973,489,2025-02-03 12:48:38,2,Delivered,24.25,48.5
110,161,439,2025-07-21 18:28:55,4,Cancelled,230.33,921.32
111,1984,60,2025-01-23 05:36:02,1,Delivered,125.14,125.14
112,1871,307,2025-04-05 15:45:35,5,Cancelled,332.92,1664.6000000000001
113,1788,103,2024-10-09 15:39:26,2,Cancelled,474.08,948.16
114,276,238,2025-01-09 22:22:22,3,Cancelled,208.58,625.74
115,197,33,2025-07-16 10:16:38,2,Delivered,273.86,547.72
116,1065,391,2024-10-04 17:37:03,2,Cancelled,264.13,528.26
117,1063,411,2025-01-18 03:18:59,5,Cancelled,98.87,494.35
118,1767,210,2025-06-13 14:11:22,4,Delivered,239.86,959.44
119,639,51,2024-10-03 09:56:26,2,Delivered,366.08,732.16
120,256,493,2024-09-04 16:44:06,3,Delivered,246.56,739.6800000000001
121,715,415,2025-07-07 16:36:02,1,Delivered,22.68,22.68
122,701,195,2024-12-20 03:11:41,4,Cancelled,95.35,381.4
123,1662,317,2025-01-03 04:11:32,2,Cancelled,367.75,735.5
124,1710,363,2025-03-07 09:07:21,1,Cancelled,317.22,317.22
125,45,247,2025-04-07 03:19:55,2,Delivered,71.88,143.76
126,893,387,2025-05-23 05:15:18,3,Cancelled,360.23,1080.69
127,51,312,2025-02-26 08:55:13,1,Delivered,67.59,67.59
128,590,230,2025-05-30 11:40:33,2,Delivered,443.77,887.54
129,1289,479,2024-12-26 15:06:55,4,Cancelled,11.96,47.84
130,440,205,2025-02-23 13:19:08,3,Delivered,491.74,1475.22
131,1750,121,2024-09-22 10:58:56,5,Delivered,132.34,661.7
132,1197,456,2025-07-21 22:51:10,1,Cancelled,134.59,134.59
133,221,405,2025-05-23 05:12:13,5,Delivered,481.03,2405.1499999999996
134,1742,362,2024-12-13 22:40:49,5,Delivered,485.24,2426.2
135,786,39,2025-01-30 05:28:34,3,Cancelled,468.97,1406.91
136,1024,340,2025-06-21 20:42:04,2,Cancelled,277.61,555.22
137,1271,471,2025-07-13 05:42:31,3,Cancelled,401.76,1205.28
138,105,206,2025-01-23 02:25:25,1,Delivered,265.75,265.75
139,355,238,2024-11-24 15:14:07,4,Delivered,208.58,834.32
140,480,81,2024-11-19 14:33:23,4,Delivered,449.69,1798.76
141,1924,495,2024-11-14 09:56:09,4,Delivered,372.2,1488.8
142,332,210,2024-11-05 18:24:35,2,Cancelled,239.86,479.72
143,1371,282,2025-06-15 14:37:20,1,Delivered,294.19,294.19
144,561,399,2025-08-26 01:51:38,2,Cancelled,271.41,542.82
145,1030,69,2024-11-23 20:42:10,4,Delivered,95.27,381.08
146,462,291,2025-06-15 20:30:42,2,Cancelled,90.11,180.22
147,1534,271,2025-01-09 04:47:42,4,Cancelled,90.12,360.48
148,532,219,2025-08-22 02:52:14,3,Cancelled,348.75,1046.25
149,1009,275,2025-06-18 12:04:01,5,Delivered,239.44,1197.2
150,1012,481,2025-03-25 11:38:40,3,Cancelled,131.1,393.29999999999995
151,218,428,2024-10-13 19:48:04,4,Cancelled,176.1,704.4
152,1359,442,2025-04-27 16:23:39,1,Cancelled,71.28,71.28
153,837,420,2024-10-24 23:03:56,4,Cancelled,64.79,259.16
154,590,425,2025-04-24 22:54:56,2,Cancelled,423.38,846.76
155,218,470,2024-12-28 08:39:57,4,Delivered,32.83,131.32
156,1297,25,2025-08-14 12:49:56,2,Cancelled,292.08,584.16
157,22,303,2025-07-01 05:38:53,1,Delivered,109.44,109.44
158,266,226,2025-08-16 04:43:27,5,Cancelled,175.7,878.5
159,482,424,2025-02-13 23:20:30,1,Cancelled,43.94,43.94
160,1219,139,2024-11-09 12:04:19,5,Delivered,51.99,259.95
161,777,369,2024-12-08 15:02:50,1,Delivered,228.53,228.53
162,972,229,2025-07-09 00:51:05,1,Delivered,110.09,110.09
163,1010,361,2025-03-25 12:52:33,3,Cancelled,397.61,1192.83
164,628,95,2025-07-16 17:07:07,1,Cancelled,212.47,212.47
165,1619,259,2025-03-23 17:54:40,5,Delivered,278.53,1392.6499999999999
166,1777,276,2025-05-31 06:40:34,1,Cancelled,419.79,419.79
167,398,406,2025-06-14 17:46:21,4,Cancelled,397.72,1590.88
168,1911,426,2025-08-10 10:46:57,2,Delivered,392.52,785.04
169,285,87,2024-12-17 12:05:34,4,Delivered,368.22,1472.88
170,1925,331,2025-07-09 21:56:48,2,Delivered,232.34,464.68
171,1907,303,2024-10-06 01:00:57,1,Cancelled,109.44,109.44
172,245,493,2025-08-04 13:06:20,4,Delivered,246.56,986.24
173,1496,131,2024-10-08 23:28:54,2,Delivered,434.4,868.8
174,619,114,2025-07-29 08:48:31,3,Cancelled,146.62,439.86
175,1855,267,2024-12-07 17:56:18,3,Delivered,243.41,730.23
176,1384,280,2025-05-09 15:07:44,5,Cancelled,153.77,768.85
177,1259,162,2024-09-24 20:40:12,1,Cancelled,274.49,274.49
178,1321,241,2024-10-18 23:48:08,4,Delivered,113.49,453.96
179,646,405,2025-08-17 20:49:56,5,Cancelled,481.03,2405.1499999999996
180,28,93,2024-12-19 19:23:07,4,Delivered,308.76,1235.04
181,1708,428,2025-01-10 17:57:13,5,Cancelled,176.1,880.5
182,415,194,2025-08-02 03:58:14,4,Cancelled,390.97,1563.88
183,121,337,2025-08-30 20:27:28,5,Cancelled,192.05,960.25
184,893,347,2025-03-25 20:22:51,3,Cancelled,350.91,1052.73
185,284,416,2025-02-10 06:20:45,3,Delivered,284.13,852.39
186,485,38,2025-05-15 00:18:45,5,Cancelled,197.8,989.0
187,632,176,2024-12-13 11:27:55,4,Cancelled,216.05,864.2
188,1509,78,2025-04-24 07:48:40,1,Delivered,282.48,282.48
189,1825,186,2025-07-17 12:06:49,1,Delivered,441.08,441.08
190,231,248,2025-07-07 05:57:03,2,Delivered,56.39,112.78
191,45,217,2025-06-30 10:31:23,5,Delivered,223.21,1116.05
192,1062,359,2025-08-23 14:46:08,2,Delivered,240.47,480.94
193,137,89,2025-01-04 00:02:01,3,Cancelled,469.14,1407.42
194,235,393,2025-03-27 04:27:23,2,Cancelled,278.68,557.36
195,1281,6,2025-06-18 23:38:34,1,Cancelled,352.29,352.29
196,1,468,2024-12-10 04:32:28,3,Delivered,211.11,633.33
197,1255,434,2024-10-20 04:09:26,5,Cancelled,139.6,698.0
198,666,26,2024-12-09 07:14:58,1,Cancelled,178.79,178.79
199,252,285,2025-08-16 16:22:13,5,Cancelled,243.23,1216.1499999999999
200,366,167,2025-04-15 17:53:16,4,Cancelled,79.68,318.72
201,489,385,2025-03-09 03:24:12,1,Delivered,304.43,304.43
202,1013,438,2025-04-03 03:55:44,1,Cancelled,186.23,186.23
203,1345,175,2025-07-18 12:50:25,3,Delivered,211.65,634.95
204,1450,261,2025-02-10 13:54:45,2,Delivered,490.98,981.96
205,654,39,2024-12-20 00:16:20,3,Delivered,468.97,1406.91
206,1367,486,2025-04-28 11:46:29,1,Cancelled,413.26,413.26
207,520,273,2025-03-01 17:05:29,1,Delivered,417.93,417.93
208,84,90,2025-07-17 11:34:08,3,Delivered,93.69,281.07
209,1720,448,2024-09-06 13:25:04,3,Delivered,65.28,195.84
210,1343,206,2025-01-19 05:49:38,1,Delivered,265.75,265.75
211,600,15,2025-07-28 11:29:57,2,Delivered,99.73,199.46
212,387,440,2025-06-01 19:28:59,2,Cancelled,410.46,820.92
213,1060,328,2025-06-15 08:01:17,2,Cancelled,427.24,854.48
214,332,489,2025-03-22 23:32:16,2,Cancelled,24.25,48.5
215,469,83,2025-07-09 13:08:36,5,Delivered,237.05,1185.25
216,1150,238,2024-11-02 13:53:02,5,Cancelled,208.58,1042.9
217,1702,340,2025-07-12 00:16:37,1,Delivered,277.61,277.61
218,1186,53,2025-07-01 15:10:11,3,Cancelled,148.23,444.68999999999994
219,569,352,2025-01-30 15:45:12,5,Cancelled,388.11,1940.5500000000002
220,250,172,2024-11-28 16:28:33,1,Cancelled,205.18,205.18
221,426,259,2025-02-16 06:56:22,1,Delivered,278.53,278.53
222,1402,465,2025-04-06 09:02:42,3,Delivered,464.74,1394.22
223,249,290,2024-09-13 02:47:35,1,Cancelled,39.78,39.78
224,512,420,2024-10-07 21:54:34,4,Cancelled,64.79,259.16
225,628,122,2025-03-06 10:25:45,4,Cancelled,187.52,750.08
226,137,333,2025-04-11 02:45:33,5,Delivered,317.44,1587.2
227,1188,437,2025-02-09 17:22:48,3,Cancelled,224.38,673.14
228,747,127,2025-08-02 05:52:40,5,Delivered,331.56,1657.8
229,405,344,2025-04-04 01:07:39,2,Cancelled,203.98,407.96
230,1607,484,2025-05-26 05:10:04,1,Delivered,137.08,137.08
231,1770,342,2024-11-19 23:19:46,1,Cancelled,208.66,208.66
232,1425,338,2025-03-05 17:30:28,5,Cancelled,231.44,1157.2
233,10,451,2025-03-15 06:56:56,4,Cancelled,437.34,1749.36
234,1991,186,2024-09-16 05:45:08,3,Cancelled,441.08,1323.24
235,132,79,2025-02-08 14:42:55,2,Cancelled,256.61,513.22
236,491,337,2024-12-17 04:51:07,5,Cancelled,192.05,960.25
237,742,28,2024-10-14 10:12:23,5,Cancelled,84.51,422.55
238,1111,437,2025-06-09 20:09:01,1,Delivered,224.38,224.38
239,1530,379,2025-06-16 13:13:14,5,Cancelled,335.29,1676.45
240,900,267,2024-09-20 14:03:48,2,Delivered,243.41,486.82
241,617,16,2024-10-22 17:20:48,3,Delivered,296.2,888.5999999999999
242,685,251,2025-02-06 16:40:31,2,Delivered,257.97,515.94
243,542,11,2025-04-18 01:58:29,3,Cancelled,358.03,1074.09
244,346,192,2024-12-18 16:14:41,3,Delivered,165.3,495.90000000000003
245,1328,113,2025-01-13 05:39:28,4,Delivered,355.19,1420.76
246,1864,176,2025-04-10 12:50:03,2,Cancelled,216.05,432.1
247,28,55,2025-07-14 11:13:53,2,Delivered,334.42,668.84
248,1197,312,2025-05-25 03:20:30,4,Cancelled,67.59,270.36
249,246,200,2024-11-02 14:29:29,1,Cancelled,169.73,169.73
250,578,332,2025-06-26 01:21:30,4,Delivered,326.48,1305.92
251,670,412,2025-06-20 05:46:07,4,Cancelled,412.25,1649.0
252,943,429,2025-02-22 08:18:56,4,Cancelled,375.82,1503.28
253,1371,347,2025-03-21 03:07:44,4,Cancelled,350.91,1403.64
254,1275,448,2025-08-21 19:53:31,2,Delivered,65.28,130.56
255,1416,328,2024-11-04 18:25:58,2,Delivered,427.24,854.48
256,857,393,2024-11-18 03:07:03,5,Delivered,278.68,1393.4
257,493,428,2025-01-13 20:46:29,2,Cancelled,176.1,352.2
258,1610,31,2025-05-26 19:43:31,5,Cancelled,60.88,304.40000000000003
259,820,25,2025-04-22 13:25:02,4,Cancelled,292.08,1168.32
260,1479,467,2025-07-13 03:45:07,2,Cancelled,98.15,196.3
261,394,219,2024-10-05 20:24:01,3,Cancelled,348.75,1046.25
262,1627,388,2024-09-27 15:37:36,3,Delivered,144.25,432.75
263,1675,96,2025-07-15 04:52:03,5,Delivered,276.76,1383.8
264,1477,25,2025-06-10 10:00:53,2,Delivered,292.08,584.16
265,1209,211,2025-08-04 11:12:30,5,Delivered,126.05,630.25
266,1080,213,2025-06-27 23:17:52,2,Delivered,489.28,978.56
267,772,185,2025-01-20 07:41:27,1,Cancelled,191.75,191.75
268,1779,176,2024-10-27 16:36:50,2,Delivered,216.05,432.1
269,605,230,2025-03-06 17:47:34,2,Delivered,443.77,887.54
270,691,495,2025-01-26 13:23:34,1,Cancelled,372.2,372.2
271,612,240,2025-08-08 00:25:47,4,Cancelled,131.28,525.12
272,209,57,2024-11-20 14:04:13,5,Cancelled,133.83,669.1500000000001
273,637,411,2025-03-09 23:05:22,5,Cancelled,98.87,494.35
274,18,448,2024-10-24 06:25:59,1,Cancelled,65.28,65.28
275,1004,320,2025-06-05 22:02:45,4,Cancelled,110.18,440.72
276,238,234,2024-12-27 18:20:02,3,Cancelled,22.8,68.4
277,1145,461,2025-01-09 17:08:30,1,Delivered,254.65,254.65
278,1397,482,2024-10-08 00:36:49,5,Delivered,307.47,1537.3500000000001
279,638,432,2024-12-29 12:13:18,5,Cancelled,315.07,1575.35
280,786,93,2025-05-05 17:00:50,3,Cancelled,308.76,926.28
281,408,376,2024-09-28 22:57:51,2,Cancelled,352.78,705.56
282,1998,490,2024-10-22 22:46:58,3,Cancelled,222.45,667.3499999999999
283,1172,111,2025-04-05 14:55:10,1,Cancelled,424.51,424.51
284,123,204,2025-04-22 06:41:53,3,Delivered,188.96,566.88
285,401,241,2024-09-13 08:28:01,3,Cancelled,113.49,340.46999999999997
286,1646,165,2025-03-07 16:59:08,4,Delivered,291.84,1167.36
287,1753,483,2025-07-04 05:26:33,5,Delivered,425.15,2125.75
288,330,348,2025-04-08 20:28:20,1,Delivered,203.17,203.17
289,1723,10,2025-05-08 08:58:51,3,Delivered,129.03,387.09000000000003
290,492,361,2024-10-01 09:54:22,1,Delivered,397.61,397.61
291,947,213,2024-10-13 00:53:26,4,Cancelled,489.28,1957.12
292,765,105,2025-08-01 13:27:34,3,Cancelled,225.99,677.97
293,1658,440,2025-04-15 21:09:43,3,Cancelled,410.46,1231.3799999999999
294,510,425,2025-06-28 23:04:54,3,Cancelled,423.38,1270.1399999999999
295,804,37,2024-09-05 11:59:36,1,Delivered,201.96,201.96
296,915,106,2024-12-31 11:31:46,4,Cancelled,90.23,360.92
297,700,474,2025-05-13 13:31:44,1,Cancelled,64.66,64.66
298,181,124,2025-05-28 14:32:57,5,Delivered,372.39,1861.9499999999998
299,756,395,2025-08-19 02:56:36,1,Delivered,236.11,236.11
300,433,81,2025-04-05 13:45:42,5,Delivered,449.69,2248.45
301,548,472,2025-01-23 10:43:10,3,Delivered,182.6,547.8
302,1797,478,2025-07-22 06:29:34,2,Cancelled,20.62,41.24
303,1927,66,2024-11-21 21:29:36,5,Cancelled,189.22,946.1
304,698,441,2024-11-21 07:29:12,4,Delivered,68.18,272.72
305,25,361,2025-04-03 13:05:29,5,Cancelled,397.61,1988.0500000000002
306,1991,255,2024-12-21 13:23:40,1,Delivered,401.6,401.6
307,139,114,2024-12-01 21:57:54,2,Delivered,146.62,293.24
308,1755,80,2025-05-30 05:08:02,4,Cancelled,426.07,1704.28
309,1280,376,2024-09-03 06:26:44,5,Cancelled,352.78,1763.8999999999999
310,1937,261,2025-02-28 04:56:34,3,Delivered,490.98,1472.94
311,597,152,2024-09-09 15:06:56,3,Cancelled,75.48,226.44
312,1783,251,2025-05-04 02:35:00,2,Delivered,257.97,515.94
313,1398,408,2025-07-11 16:35:48,3,Delivered,449.53,1348.59
314,546,37,2025-08-10 19:22:37,2,Cancelled,201.96,403.92
315,416,89,2025-02-16 15:34:54,5,Cancelled,469.14,2345.7
316,364,234,2025-05-16 05:22:03,4,Cancelled,22.8,91.2
317,1104,334,2025-06-26 00:51:47,1,Cancelled,264.16,264.16
318,46,41,2025-01-13 21:23:08,5,Delivered,76.66,383.29999999999995
319,1195,24,2025-04-03 14:46:14,4,Delivered,124.25,497.0
320,314,159,2024-09-07 09:01:45,2,Delivered,214.8,429.6
321,902,216,2025-05-28 21:18:55,5,Cancelled,424.2,2121.0
322,173,343,2024-12-12 17:10:27,3,Delivered,48.01,144.03
323,183,98,2024-11-14 23:00:23,5,Cancelled,413.56,2067.8
324,526,25,2025-02-20 20:34:30,1,Delivered,292.08,292.08
325,1933,234,2024-12-23 04:39:52,5,Delivered,22.8,114.0
326,1916,319,2025-01-11 07:30:49,4,Delivered,127.49,509.96
327,25,165,2024-12-24 04:49:22,3,Delivered,291.84,875.52
328,1129,64,2025-02-20 13:51:16,4,Cancelled,259.05,1036.2
329,192,399,2025-03-15 19:01:00,3,Delivered,271.41,814.23
330,1658,100,2024-10-30 18:19:04,1,Cancelled,12.44,12.44
331,195,270,2024-12-01 13:38:55,4,Delivered,344.77,1379.08
332,1813,223,2025-03-12 20:38:33,2,Cancelled,286.7,573.4
333,1369,48,2025-07-12 02:34:35,5,Cancelled,204.3,1021.5
334,575,71,2025-03-19 04:24:13,3,Cancelled,235.12,705.36
335,1145,381,2025-02-28 08:11:49,4,Delivered,474.93,1899.72
336,716,111,2025-08-28 07:57:13,3,Cancelled,424.51,1273.53
337,124,199,2025-07-03 10:52:11,3,Cancelled,391.18,1173.54
338,575,475,2024-09-19 04:49:48,2,Cancelled,189.21,378.42
339,434,122,2024-09-07 16:49:32,5,Delivered,187.52,937.6
340,879,166,2025-03-05 07:03:17,2,Delivered,314.7,629.4
341,822,321,2025-07-01 17:34:09,1,Cancelled,171.89,171.89
342,1081,379,2024-11-25 05:22:05,3,Delivered,335.29,1005.8700000000001
343,1940,467,2025-08-04 23:02:53,5,Cancelled,98.15,490.75
344,796,430,2024-10-31 02:26:56,2,Delivered,208.92,417.84
345,430,446,2025-06-30 00:47:47,4,Cancelled,361.67,1446.68
346,869,445,2024-10-22 18:37:23,4,Cancelled,128.01,512.04
347,1730,252,2025-02-09 15:35:08,2,Delivered,350.44,700.88
348,1864,220,2024-11-16 06:00:34,5,Cancelled,150.15,750.75
349,1041,269,2025-06-23 10:35:57,1,Cancelled,250.65,250.65
350,1896,109,2025-04-28 11:17:58,1,Cancelled,260.95,260.95
351,973,295,2025-03-24 04:45:53,1,Delivered,301.3,301.3
352,330,313,2025-01-15 23:28:53,5,Delivered,312.44,1562.2
353,1056,148,2025-06-24 19:08:29,3,Delivered,35.6,106.80000000000001
354,1659,336,2025-06-03 15:35:39,3,Delivered,123.9,371.70000000000005
355,507,159,2025-07-22 23:09:50,4,Cancelled,214.8,859.2
356,408,430,2025-06-08 18:56:18,4,Delivered,208.92,835.68
357,321,454,2025-02-03 20:44:02,3,Cancelled,380.86,1142.58
358,632,247,2025-07-03 04:23:02,5,Delivered,71.88,359.4
359,1516,253,2025-03-30 13:38:04,2,Cancelled,66.08,132.16
360,663,75,2025-04-16 15:45:00,2,Delivered,171.01,342.02
361,1232,323,2024-11-03 17:36:34,4,Cancelled,330.41,1321.64
362,1206,19,2025-05-28 17:21:25,2,Delivered,87.34,174.68
363,1238,109,2024-10-03 03:11:34,4,Cancelled,260.95,1043.8
364,703,306,2025-03-31 19:07:15,3,Cancelled,45.15,135.45
365,1071,199,2025-02-08 16:02:56,3,Cancelled,391.18,1173.54
366,1981,84,2025-07-17 00:00:30,3,Delivered,454.41,1363.23
367,502,179,2025-08-08 21:06:35,1,Delivered,433.33,433.33
368,1700,17,2025-05-26 01:56:52,2,Cancelled,246.59,493.18
369,1161,63,2024-10-19 15:47:45,2,Delivered,221.83,443.66
370,1925,252,2024-09-18 01:44:34,2,Cancelled,350.44,700.88
371,541,278,2025-08-05 14:49:39,4,Cancelled,73.04,292.16
372,332,42,2024-09-01 08:13:31,3,Cancelled,56.78,170.34
373,430,120,2024-12-17 03:09:56,1,Cancelled,230.8,230.8
374,981,20,2025-07-18 05:10:34,1,Cancelled,200.53,200.53
375,84,445,2025-05-10 22:15:59,4,Delivered,128.01,512.04
376,1297,173,2024-11-23 04:22:58,1,Delivered,190.67,190.67
377,1931,236,2024-11-09 22:15:06,2,Cancelled,105.91,211.82
378,1943,468,2025-03-19 21:01:42,5,Cancelled,211.11,1055.5500000000002
379,1873,240,2024-11-24 19:53:39,1,Delivered,131.28,131.28
380,1224,295,2025-03-25 16:59:28,2,Cancelled,301.3,602.6
381,679,148,2025-06-06 23:35:08,4,Delivered,35.6,142.4
382,710,155,2024-10-07 11:15:58,5,Delivered,393.08,1965.3999999999999
383,53,79,2025-07-15 00:48:54,4,Cancelled,256.61,1026.44
384,309,156,2025-07-06 02:12:44,1,Delivered,76.03,76.03
385,568,423,2024-11-27 19:37:28,1,Delivered,126.54,126.54
386,1254,108,2025-06-07 10:11:28,1,Delivered,275.01,275.01
387,391,220,2025-08-19 23:34:15,3,Cancelled,150.15,450.45000000000005
388,1295,218,2024-12-18 08:24:48,5,Cancelled,255.73,1278.6499999999999
389,1600,484,2024-10-10 08:28:56,2,Delivered,137.08,274.16
390,1425,23,2024-11-09 07:44:12,5,Cancelled,449.18,2245.9
